Sat. Num,Sat. Name,Item #,Launch Date,Epoch Date,Epoch Time,SMA,eccentricity,inclination,RAAN,Arg. Perigee,True Anomaly,Period,Perigee Altitude,Apogee Altitude,Country,Purpose,Status
00480,THOR ABLESTAR D,175,1961-06-29,2018-11-21,5:29:22.870,7160.124,0.00796,66.2386,298.339,88.541,271.569,100.49,725.026,838.952,US,Unknown,Unknown,
00503,RELAY 1,1,1962-12-13,2018-11-20,12:7:15.596,10756.944,0.28379,47.5129,3.863,105.062,34.434,185.05,1326.135,7431.482,US,Comm,Unknown,
00506,EXPLORER 16,1,1962-12-16,2018-11-21,12:8:15.426,7323.861,0.02769,52.0036,98.343,280.612,79.482,103.96,742.939,1148.512,US,Planet Sci,Unknown,
00510,THOR AGENA B DE,3,1962-09-29,2018-11-21,0:56:1.105,7378.765,0.00161,80.5119,169.588,42.720,112.081,105.13,988.723,1012.537,US,Unknown,Unknown,
00511,THOR AGENA B DE,4,1962-09-29,2018-11-20,17:50:33.574,7384.162,0.00310,80.4310,53.587,248.176,268.026,105.25,983.126,1028.928,US,Unknown,Unknown,
00515,DELTA 1 R/B,2,1962-12-13,2018-11-21,6:54:24.850,10746.998,0.28310,47.5091,304.156,158.671,202.428,184.80,1326.350,7411.376,US,Unknown,Unknown,
00516,THOR ABLESTAR D,176,1961-06-29,2018-11-20,21:59:35.921,7302.719,0.00851,65.9953,290.912,196.415,163.692,103.51,862.449,986.719,US,Unknown,Unknown,
00530,THOR ABLESTAR D,177,1961-06-29,2018-11-20,22:45:20.334,7278.041,0.00796,66.8797,305.734,2.969,357.139,102.99,841.960,957.851,US,Unknown,Unknown,
00537,THOR ABLESTAR D,179,1961-06-29,2018-11-21,5:29:28.503,7404.205,0.01782,67.2246,335.153,194.673,248.510,105.68,894.118,1158.023,US,Unknown,Unknown,
00538,THOR ABLESTAR D,180,1961-06-29,2018-11-20,22:29:19.749,7120.220,0.00257,67.8110,261.053,204.099,156.012,99.66,723.816,760.353,US,Unknown,Unknown,
00541,THOR ABLESTAR D,183,1961-06-29,2018-11-20,20:5:32.853,7325.331,0.00816,67.2172,138.836,250.595,109.513,103.99,887.412,1006.979,US,Unknown,Unknown,
00543,THOR ABLESTAR D,185,1961-06-29,2018-11-20,22:48:43.195,7384.383,0.00671,67.0323,264.781,15.557,54.555,105.25,956.721,1055.774,US,Unknown,Unknown,
00544,THOR ABLESTAR D,186,1961-06-29,2018-11-21,12:2:21.722,7433.373,0.01906,66.8729,78.330,316.951,120.765,106.30,913.525,1196.951,US,Unknown,Unknown,
00545,THOR ABLESTAR D,187,1961-06-29,2018-11-20,19:10:8.597,7381.913,0.01621,67.2325,196.601,333.603,26.504,105.20,884.114,1123.442,US,Unknown,Unknown,
00548,THOR ABLESTAR D,190,1961-06-29,2018-11-21,3:53:11.453,7057.450,0.01106,66.6759,79.906,65.281,294.830,98.34,601.268,757.362,US,Unknown,Unknown,
00549,THOR ABLESTAR D,192,1961-06-29,2018-11-20,15:8:34.155,7503.460,0.02205,66.6942,314.764,235.085,243.198,107.81,959.856,1290.795,US,Unknown,Unknown,
00552,THOR ABLESTAR D,195,1961-06-29,2018-11-20,18:19:36.534,7300.974,0.00998,67.7433,101.770,284.293,75.816,103.47,850.003,995.675,US,Unknown,Unknown,
00558,THOR ABLESTAR D,199,1961-06-29,2018-11-20,9:27:11.385,7696.933,0.04673,65.6987,299.380,125.218,30.665,112.00,959.116,1678.480,US,Unknown,Unknown,
00559,THOR ABLESTAR D,200,1961-06-29,2018-11-20,22:22:42.881,7123.515,0.00680,66.6089,250.860,8.017,352.094,99.72,696.946,793.813,US,Unknown,Unknown,
00560,THOR ABLESTAR D,201,1961-06-29,2018-11-20,12:38:52.115,7450.106,0.03249,67.1613,24.704,143.937,216.170,106.66,829.923,1314.019,US,Unknown,Unknown,
00561,THOR ABLESTAR D,202,1961-06-29,2018-11-21,5:58:4.861,7885.040,0.06251,67.7549,302.065,19.222,77.899,116.14,1014.009,1999.801,US,Unknown,Unknown,
00573,TELSTAR 2,1,1963-05-07,2018-11-21,5:4:12.750,12263.599,0.40111,42.7709,22.120,24.947,12.288,225.26,966.381,10804.547,US,Comm,Unknown,
00574,MIDAS 6,1,1963-05-09,2018-11-20,20:28:45.675,10022.288,0.00355,87.3208,99.498,31.718,328.368,166.42,3608.542,3679.764,US,Space Phys,Unknown,
00575,DELTA 1 R/B,2,1963-05-07,2018-11-21,2:31:57.015,12251.269,0.40105,42.7671,331.648,79.786,332.686,224.92,959.706,10786.562,US,Unknown,Unknown,
00589,DASH 1,4,1963-05-09,2018-11-19,20:2:9.334,10020.023,0.01043,87.3214,95.267,329.202,30.884,166.37,3537.341,3746.435,US,Engineer,Unknown,
00602,WESTFORD NEEDLE,5,1963-05-09,2018-11-20,19:8:34.696,10007.240,0.00501,87.3283,94.114,358.347,1.739,166.05,3578.991,3679.220,US,Unknown,Unknown,
00608,ERS 6,3,1963-05-09,2018-11-20,19:45:19.016,10022.187,0.00643,87.3194,97.431,335.980,24.105,166.42,3579.567,3708.537,US,Engineer,Unknown,
00614,HITCH HIKER 1,2,1963-06-27,2018-11-21,5:0:37.295,7092.453,0.05786,81.9781,308.286,243.550,116.577,99.07,303.961,1124.675,US,Space Phys,Unknown,
00622,MIDAS 7/ERS 10,1,1963-07-19,2018-11-20,18:58:59.192,10079.372,0.00382,88.4332,6.111,308.260,51.825,167.85,3662.750,3739.724,US,Engineer,Unknown,
00628,WESTFORD NEEDLE,6,1963-05-09,2018-11-20,19:33:18.636,10037.077,0.00361,87.3152,106.238,25.239,334.846,166.79,3622.754,3695.131,US,Unknown,Unknown,
00629,WESTFORD NEEDLE,7,1963-05-09,2018-11-20,17:34:24.256,10020.185,0.00938,87.3188,95.793,335.212,24.874,166.37,3548.081,3736.020,US,Unknown,Unknown,
00630,ATLAS AGENA B D,3,1963-07-19,2018-11-20,12:2:17.615,10064.430,0.00168,88.4291,358.287,279.884,80.201,167.47,3669.397,3703.193,US,Unknown,Unknown,
00631,ATLAS AGENA B D,5,1963-07-19,2018-11-20,12:48:53.796,10095.233,0.02182,88.4289,11.812,316.925,43.160,168.24,3496.844,3937.352,US,Unknown,Unknown,
00634,SYNCOM 2,1,1963-07-26,2018-11-17,1:6:45.486,42164.865,0.00044,34.9521,338.780,156.159,24.121,1436.10,35768.300,35805.161,US,Comm,Inactive,
00635,ERS 9,2,1963-07-19,2018-11-21,9:58:47.536,10079.408,0.00589,88.4383,9.613,288.374,71.711,167.85,3641.877,3760.669,US,Engineer,Unknown,
00643,THOR ABLESTAR D,203,1961-06-29,2018-11-20,22:53:52.997,7525.277,0.03421,66.3693,164.341,135.254,224.850,108.28,889.731,1404.552,US,Unknown,Unknown,
00644,THOR ABLESTAR D,204,1961-06-29,2018-11-21,12:16:56.574,7422.432,0.01459,67.0956,135.377,291.307,101.675,106.07,935.990,1152.603,US,Unknown,Unknown,
00645,THOR ABLESTAR D,205,1961-06-29,2018-11-21,4:11:6.342,7626.985,0.04212,66.5909,341.163,256.165,181.111,110.48,927.570,1570.129,US,Unknown,Unknown,
00648,THOR ABLESTAR D,208,1961-06-29,2018-11-21,0:44:1.418,7425.467,0.01974,65.8758,178.303,131.121,18.399,106.13,900.768,1193.896,US,Unknown,Unknown,
00649,THOR ABLESTAR D,209,1961-06-29,2018-11-20,11:53:27.855,7782.692,0.05677,66.2675,332.790,283.313,242.570,113.88,962.753,1846.362,US,Unknown,Unknown,
00652,THOR ABLESTAR D,212,1961-06-29,2018-11-21,8:0:58.048,7241.506,0.00808,66.6952,287.913,142.557,217.551,102.21,804.838,921.904,US,Unknown,Unknown,
00653,THOR ABLESTAR D,213,1961-06-29,2018-11-20,3:4:4.566,7394.850,0.01551,67.4562,9.056,12.895,17.744,105.48,901.988,1131.442,US,Unknown,Unknown,
00655,THOR ABLESTAR D,215,1961-06-29,2018-11-21,4:47:41.271,7610.701,0.03636,67.2589,239.714,50.345,117.388,110.13,955.854,1509.278,US,Unknown,Unknown,
00656,THOR ABLESTAR D,216,1961-06-29,2018-11-20,15:45:15.700,7769.743,0.06722,66.2877,64.632,26.822,333.298,113.60,869.357,1913.860,US,Unknown,Unknown,
00657,THOR ABLESTAR D,218,1961-06-29,2018-11-20,22:8:4.950,7597.466,0.03325,66.2115,276.884,349.093,82.641,109.84,966.740,1471.922,US,Unknown,Unknown,
00658,THOR ABLESTAR D,219,1961-06-29,2018-11-20,16:55:43.838,7498.295,0.03532,65.8659,82.469,71.644,288.459,107.70,855.350,1384.970,US,Unknown,Unknown,
00659,THOR ABLESTAR D,220,1961-06-29,2018-11-20,23:17:41.255,7778.841,0.05912,67.1647,76.440,205.422,271.377,113.80,940.834,1860.579,US,Unknown,Unknown,
00660,THOR ABLESTAR D,221,1961-06-29,2018-11-21,4:37:13.315,7072.030,0.00382,66.5247,39.574,39.340,347.404,98.65,666.914,720.877,US,Unknown,Unknown,
00669,THOR ABLESTAR R,1,1963-09-28,2018-11-21,3:21:10.471,7465.279,0.00277,90.0682,327.282,129.219,281.325,106.99,1066.439,1107.848,US,Unknown,Unknown,
00670,TRANSIT 5B-1,2,1963-09-28,2018-11-20,13:23:39.012,7471.442,0.00423,90.0582,328.791,31.373,82.001,107.12,1061.686,1124.929,US,Navigation,Unknown,
00671,RADIATION SAT,3,1963-09-28,2018-11-21,3:49:4.199,7469.546,0.00401,90.0589,328.657,353.387,6.728,107.08,1061.492,1121.329,US,Space Phys,Unknown,
00672,THOR ABLESTAR D,4,1963-09-28,2018-11-21,1:58:7.446,7393.847,0.00378,90.0691,327.546,19.153,49.325,105.45,987.731,1043.692,US,Unknown,Unknown,
00694,ATLAS CENTAUR 2,1,1963-11-27,2018-11-21,1:33:37.007,7263.635,0.05868,30.3581,172.924,240.345,119.720,102.68,459.280,1311.720,US,Engineer,Unknown,
00698,ATLAS CENTAUR 2,4,1963-11-27,2018-11-20,13:55:46.309,7380.746,0.05484,29.9246,47.045,172.839,187.222,105.17,597.820,1407.402,US,Unknown,Unknown,
00700,ATLAS CENTAUR 2,6,1963-11-27,2018-11-21,4:6:19.025,7492.832,0.07238,30.4807,44.842,137.860,222.208,107.58,572.345,1657.048,US,Unknown,Unknown,
00701,ATLAS CENTAUR 2,7,1963-11-27,2018-11-20,11:28:45.850,7353.094,0.05297,30.0120,4.140,54.997,305.064,104.58,585.486,1364.432,US,Unknown,Unknown,
00702,WESTFORD NEEDLE,8,1963-05-09,2018-11-20,8:59:57.230,10019.134,0.02015,87.3166,94.747,348.400,11.686,166.34,3439.069,3842.928,US,Unknown,Unknown,
00703,THOR ABLESTAR R,1,1963-12-05,2018-11-20,22:7:22.739,7451.069,0.00156,89.9083,95.455,344.740,126.798,106.68,1061.332,1084.537,US,Unknown,Unknown,
00704,TRANSIT 5B-2,2,1963-12-05,2018-11-20,22:15:55.331,7462.083,0.00342,89.9075,96.026,329.706,145.307,106.92,1058.416,1109.480,US,Navigation,Unknown,
00705,TRANSIT 5E-3,3,1963-12-05,2018-11-20,22:15:43.095,7460.247,0.00323,89.9077,95.954,290.921,180.823,106.88,1058.028,1106.196,US,Navigation,Unknown,
00706,THOR ABLESTAR D,4,1963-12-05,2018-11-20,21:57:15.696,7431.102,0.00260,89.9153,98.493,211.198,271.175,106.25,1033.649,1072.286,US,Unknown,Unknown,
00715,THOR ABLESTAR D,5,1963-12-05,2018-11-21,10:1:0.459,7372.757,0.00306,89.9307,102.103,161.375,258.897,105.00,972.034,1017.210,US,Unknown,Unknown,
00716,TIROS 8,1,1963-12-21,2018-11-20,21:45:11.547,7040.931,0.00177,58.4939,158.608,309.958,50.146,98.00,650.339,675.253,US,Earth Sci,Inactive,
00720,DELTA 1 DEB,3,1963-12-21,2018-11-20,22:8:35.369,7113.825,0.01101,58.4728,260.441,199.208,160.895,99.52,657.376,814.003,US,Unknown,Unknown,
00721,SCOUT X-4 R/B,2,1963-12-19,2018-11-21,1:16:51.751,7827.371,0.10866,78.6076,312.949,197.822,162.222,114.86,598.697,2299.775,US,Unknown,Unknown,
00724,SCOUT X-4 DEB,5,1963-12-19,2018-11-20,21:43:17.791,7217.646,0.03928,78.5990,134.135,287.995,72.125,101.71,556.021,1123.001,US,Unknown,Unknown,
00727,THOR AGENA D R/,1,1964-01-11,2018-11-21,13:2:17.379,7288.039,0.00142,69.9054,102.422,344.604,15.507,103.20,899.568,920.241,US,Unknown,Unknown,
00728,GGSE 1,2,1964-01-11,2018-11-21,12:21:50.681,7281.903,0.00162,69.9091,33.411,300.745,59.366,103.07,891.955,915.580,US,Earth Sci,Unknown,
00729,SECOR 1B,3,1964-01-11,2018-11-21,12:47:30.554,7289.694,0.00133,69.9002,101.264,8.588,351.522,103.23,901.832,921.285,US,Earth Sci,Unknown,
00730,SOLRAD 7A,4,1964-01-11,2018-11-21,13:45:55.510,7287.196,0.00151,69.9063,91.198,332.318,106.153,103.18,898.084,920.038,US,Solar Phys,Unknown,
00731,GREB,5,1964-01-11,2018-11-21,12:17:20.505,7286.425,0.00153,69.9065,83.876,329.237,30.873,103.16,897.162,919.417,US,Surv/Mil,Unknown,
00732,SCOUT X-4 DEB,8,1963-12-19,2018-11-21,4:16:34.259,7373.501,0.05394,78.5814,341.097,38.020,322.105,105.02,597.650,1393.081,US,Unknown,Unknown,
00733,THOR AGENA D R/,1,1964-01-19,2018-11-21,13:14:16.141,7162.064,0.00347,99.0860,182.293,101.376,258.742,100.53,759.051,808.806,US,Unknown,Unknown,
00734,OPS 3367 A,2,1964-01-19,2018-11-20,23:58:33.189,7173.754,0.00136,99.0639,107.066,268.849,91.269,100.78,785.875,805.362,US,Surv/Mil,Unknown,
00735,OPS 3367 B,3,1964-01-19,2018-11-20,23:46:43.376,7177.253,0.00169,99.0613,102.275,15.097,345.021,100.85,786.978,811.258,US,Surv/Mil,Unknown,
00737,RELAY 2,1,1964-01-21,2018-11-20,17:41:14.656,11128.349,0.25870,46.4431,217.667,161.587,199.285,194.72,1871.323,7629.104,US,Comm,Unknown,
00738,DELTA 1 R/B,2,1964-01-21,2018-11-20,2:11:49.310,11130.412,0.25914,46.4430,226.277,153.732,207.034,194.77,1867.966,7636.589,US,Unknown,Unknown,
00739,ATLAS CENTAUR 2,8,1963-11-27,2018-11-21,13:22:57.114,7333.714,0.06475,30.4263,81.396,211.899,148.146,104.17,480.729,1430.429,US,Unknown,Unknown,
00741,THOR AGENA B R/,2,1964-01-25,2018-11-20,21:56:13.027,7548.999,0.01711,81.4908,262.110,214.508,203.985,108.79,1041.664,1300.064,US,Unknown,Unknown,
00742,THOR AGENA B DE,3,1964-01-25,2018-11-20,22:50:28.008,7540.311,0.01726,81.4653,169.599,109.840,250.272,108.60,1032.026,1292.325,US,Unknown,Unknown,
00743,THOR AGENA B DE,4,1964-01-25,2018-11-20,22:18:3.821,7538.333,0.01757,81.5218,267.783,1.441,57.151,108.56,1027.768,1292.627,US,Unknown,Unknown,
00745,THOR ABLESTAR D,5,1963-09-28,2018-11-20,17:4:34.050,7434.337,0.00192,90.0738,326.918,69.899,342.946,106.32,1041.965,1070.438,US,Unknown,Unknown,
00746,ELEKTRON 1,1,1964-01-30,2018-11-20,21:37:59.413,9737.236,0.30298,60.8555,305.445,240.290,121.790,159.37,408.936,6309.265,CIS,Space Phys,Unknown,
00750,ELEKTRON 1 DEB,3,1964-01-30,2018-11-20,19:9:51.432,8164.836,0.17061,60.7816,111.625,276.564,83.739,122.37,393.700,3179.702,CIS,Unknown,Unknown,
00753,THOR ABLESTAR D,6,1963-12-05,2018-11-20,21:54:45.393,7436.862,0.00294,89.9147,98.147,329.992,144.224,106.38,1036.872,1080.581,US,Unknown,Unknown,
00801,OPS 4412,1,1964-06-04,2018-11-21,9:33:43.802,7222.078,0.00468,90.5052,33.900,300.845,59.274,101.80,810.148,877.738,US,Navigation,Unknown,
00805,SCOUT X-4 DEB,2,1964-06-04,2018-11-21,13:1:1.482,7180.247,0.00314,89.9160,3.157,321.220,38.900,100.92,779.536,824.687,US,Unknown,Unknown,
00809,SCOUT X-4 R/B,4,1964-06-04,2018-11-21,4:5:4.067,7240.788,0.00385,90.4945,26.519,256.295,103.823,102.20,834.754,890.552,US,Unknown,Unknown,
00812,OPS 4467 A,1,1964-06-18,2018-11-20,21:50:48.004,7190.580,0.00048,99.8249,121.647,273.737,86.380,101.14,808.997,815.894,US,Astronomy,Unknown,
00813,OPS 4467 B,2,1964-06-18,2018-11-21,10:47:54.768,7193.275,0.00052,99.8332,120.889,356.669,3.449,101.19,811.373,818.907,US,Surv/Mil,Unknown,
00815,THOR AGENA D R/,3,1964-06-18,2018-11-20,19:20:16.713,7178.983,0.00119,99.8055,249.763,160.116,200.002,100.89,792.285,809.412,US,Unknown,Unknown,
00829,ELEKTRON 3,1,1964-07-10,2018-11-21,5:41:37.551,9664.382,0.29722,60.8241,36.992,335.028,23.711,157.59,413.808,6158.687,CIS,Space Phys,Unknown,
00831,ELEKTRON 3 DEB,3,1964-07-10,2018-11-21,4:16:5.828,8059.192,0.16130,60.7073,241.259,150.094,210.181,120.00,381.131,2980.984,CIS,Unknown,Unknown,
00858,SYNCOM 3,1,1964-08-19,2018-11-20,17:18:49.033,42169.340,0.00047,0.6152,41.740,211.405,221.335,1436.33,35771.377,35811.033,US,Comm,Inactive,
00862,DELTA 1 R/B,2,1964-08-19,2018-11-20,11:1:42.846,26167.636,0.71177,16.6237,44.469,348.408,81.477,702.11,1164.102,38414.899,US,Unknown,Unknown,
00870,EXPLORER 20,1,1964-08-25,2018-11-21,4:47:1.310,7302.865,0.00971,79.9007,45.496,345.913,14.203,103.51,853.786,995.674,US,Astronomy,Unknown,
00871,SCOUT X-4 R/B,2,1964-08-25,2018-11-21,4:44:56.443,7274.522,0.00875,79.8953,238.111,309.741,50.375,102.91,832.763,960.011,US,Unknown,Unknown,
00876,COSMOS 44,1,1964-08-28,2018-11-21,4:56:55.632,7059.339,0.01561,65.0595,197.285,266.583,93.527,98.38,571.015,791.393,CIS,Earth Sci,Unknown,
00877,SL-3 R/B,2,1964-08-28,2018-11-21,4:16:31.725,7073.419,0.00834,65.0774,207.111,266.533,93.577,98.67,636.270,754.297,CIS,Unknown,Unknown,
00879,OGO 1,1,1964-09-05,2018-11-24,10:22:58.987,80740.107,0.77307,79.3033,326.230,201.446,2.998,3805.34,11944.387,136779.557,US,Astronomy,Unknown,
00893,THOR ABLESTAR R,1,1964-10-06,2018-11-20,17:26:9.202,7427.987,0.00260,90.1519,22.175,23.419,88.658,106.19,1030.553,1069.152,US,Unknown,Unknown,
00897,OPS 5798,2,1964-10-06,2018-11-20,16:22:21.997,7437.812,0.00176,90.1559,21.703,298.053,173.623,106.40,1046.576,1072.778,US,Navigation,Unknown,
00899,EXPLORER 22,1,1964-10-10,2018-11-20,22:39:15.854,7334.662,0.01212,79.6905,269.737,107.460,252.655,104.19,867.617,1045.438,US,Earth Sci,Unknown,
00900,CALSPHERE 1,3,1964-10-06,2018-11-21,5:8:34.800,7366.397,0.00256,90.1479,19.374,346.402,80.378,104.87,969.410,1007.114,US,Earth Sci,Active,
00901,OPS 5798 DEB,4,1964-10-06,2018-11-20,17:50:5.331,7433.456,0.00178,90.1581,21.773,253.986,220.424,106.30,1042.123,1068.518,US,Unknown,Unknown,
00902,CALSPHERE 2,5,1964-10-06,2018-11-20,16:34:23.736,7440.603,0.00174,90.1566,21.797,341.035,137.115,106.46,1049.494,1075.441,US,Surv/Mil,Active,
00903,OPS 5798 DEB,6,1964-10-06,2018-11-20,16:29:29.046,7354.578,0.00233,90.1523,17.524,202.906,280.564,104.62,959.326,993.559,US,Unknown,Unknown,
00907,SCOUT X-4 R/B,2,1964-10-10,2018-11-21,1:23:25.943,7341.091,0.01212,79.6902,301.924,180.177,179.937,104.33,873.967,1051.945,US,Unknown,Unknown,
00932,EXPLORER 25,2,1964-11-21,2018-11-21,2:57:-0.075,7784.834,0.11331,81.3398,338.407,36.944,323.256,113.93,524.631,2288.768,US,Space Phys,Unknown,
00933,SCOUT X-4 R/B,3,1964-11-21,2018-11-20,13:59:24.031,7730.546,0.10721,81.3360,160.084,268.056,92.144,112.74,523.630,2181.192,US,Unknown,Unknown,
00953,THOR ABLESTAR R,1,1964-12-13,2018-11-20,17:32:1.511,7418.841,0.00306,90.0032,189.239,266.396,161.375,105.99,1017.979,1063.433,US,Unknown,Unknown,
00956,THOR ABLESTAR D,2,1964-12-13,2018-11-20,14:11:-0.309,7391.936,0.00270,89.9744,181.740,318.726,60.064,105.41,993.845,1033.757,US,Unknown,Unknown,
00959,OPS 6582,3,1964-12-13,2018-11-21,12:41:20.667,7408.129,0.00417,89.9958,187.557,177.207,243.997,105.76,999.103,1060.886,US,Astronomy,Unknown,
00963,EXPLORER 26,1,1964-12-21,2018-11-20,11:53:53.764,7328.103,0.09556,19.7233,10.951,244.084,115.998,104.05,249.676,1650.260,US,Space Phys,Unknown,
00965,OPS 6582,4,1964-12-13,2018-11-20,20:27:44.325,7425.761,0.00424,90.0150,192.487,82.574,339.162,106.14,1016.124,1079.127,US,Navigation,Unknown,
00967,THOR ABLESTAR D,6,1964-12-13,2018-11-20,14:17:16.787,7392.340,0.00265,89.9800,183.300,327.231,61.010,105.42,994.583,1033.828,US,Unknown,Unknown,
00976,SCOUT X-4 DEB,3,1964-10-10,2018-11-21,4:9:33.130,7255.067,0.01203,79.3145,335.314,121.169,238.947,102.50,789.678,964.187,US,Unknown,Unknown,
00977,SCOUT X-4 DEB,4,1964-10-10,2018-11-21,13:4:30.901,7351.245,0.01285,80.0443,168.865,95.292,264.823,104.54,878.628,1067.592,US,Unknown,Unknown,
00978,TIROS 9,1,1965-01-22,2018-11-20,20:11:56.226,8010.663,0.11578,96.3907,338.018,252.581,107.635,118.92,705.070,2559.987,US,Earth Sci,Inactive,
00979,DELTA 1 R/B,2,1965-01-22,2018-11-20,18:25:27.892,7994.103,0.11433,96.4262,30.855,158.160,202.018,118.55,702.001,2529.935,US,Unknown,Unknown,
01000,TITAN 3A DEB,2,1965-02-11,2018-11-21,5:30:36.872,9168.611,0.00107,32.1464,54.061,84.035,276.015,145.62,2780.690,2800.262,US,Unknown,Unknown,
01001,TITAN 3A TRANST,1,1965-02-11,2018-11-20,22:17:44.531,9157.272,0.00176,32.1430,215.065,292.591,67.458,145.35,2763.048,2795.225,US,Unknown,Unknown,
01002,LES 1,3,1965-02-11,2018-11-20,19:21:23.061,9171.923,0.00153,32.1408,115.786,354.056,5.994,145.70,2779.722,2807.854,US,Comm,Unknown,
01099,THOR ABLESTAR D,7,1964-12-13,2018-11-20,21:40:5.158,7406.997,0.00423,89.9353,171.110,163.926,262.231,105.74,997.500,1060.225,US,Unknown,Unknown,
01208,SECOR 3,5,1965-03-09,2018-11-21,5:42:22.032,7287.317,0.00176,70.0789,309.869,125.358,329.892,103.18,896.325,922.038,US,Earth Sci,Unknown,
01244,GGSE 2,2,1965-03-09,2018-11-21,11:36:36.344,7287.141,0.00185,70.0787,312.273,128.535,231.576,103.18,895.522,922.490,US,Earth Sci,Unknown,
01245,THOR AGENA D R/,10,1965-03-09,2018-11-20,22:22:52.309,7282.368,0.00184,70.0787,246.406,92.561,267.550,103.08,890.853,917.613,US,Unknown,Unknown,
01271,OPS 4988,1,1965-03-09,2018-11-21,5:26:9.447,7285.456,0.00179,70.0794,289.297,110.533,341.877,103.14,894.252,920.391,US,Surv/Mil,Unknown,
01272,PORCUPINE 1,8,1965-03-09,2018-11-21,4:36:12.622,7292.087,0.00209,70.0804,1.442,155.676,204.435,103.29,898.709,929.195,US,Surv/Mil,Unknown,
01291,SOLRAD 7B,4,1965-03-09,2018-11-21,5:24:34.379,7290.788,0.00198,70.0796,352.014,157.012,203.099,103.26,898.240,927.067,US,Solar Phys,Unknown,
01292,GGSE 3,3,1965-03-09,2018-11-21,13:18:32.567,7270.026,0.00195,70.0757,128.243,5.133,354.978,102.82,877.691,906.090,US,Earth Sci,Unknown,
01293,OSCAR 3,6,1965-03-09,2018-11-20,21:51:17.555,7250.222,0.00210,70.0744,278.626,253.600,106.511,102.40,856.834,887.339,US,Comm,Inactive,
01312,DELTA 1 DEB,3,1965-01-22,2018-11-20,11:49:33.077,7938.710,0.11203,96.3306,154.292,162.952,197.215,117.32,671.233,2449.917,US,Unknown,Unknown,
01313,DELTA 1 DEB,4,1965-01-22,2018-11-21,4:20:26.119,8057.447,0.11780,96.4001,154.737,66.190,293.919,119.97,730.171,2628.454,US,Unknown,Unknown,
01314,OPS 4682,1,1965-04-03,2018-11-21,1:5:13.989,7672.704,0.00289,90.3023,299.282,301.577,100.004,111.48,1272.424,1316.714,US,Engineer,Unknown,
01315,SECOR 4,2,1965-04-03,2018-11-21,12:11:58.315,7669.351,0.00301,90.2951,309.705,216.499,269.504,111.40,1268.161,1314.272,US,Earth Sci,Unknown,
01316,OPS 4682 DEB,3,1965-04-03,2018-11-20,22:57:1.817,7568.485,0.00341,90.2827,319.544,204.488,155.625,109.21,1164.527,1216.173,US,Unknown,Unknown,
01317,INTELSAT 1-F1,1,1965-04-06,2018-11-20,4:10:55.764,42145.920,0.00037,0.7778,52.877,149.642,210.934,1435.14,35752.044,35783.527,ITSO,Comm,Inactive,
01318,DELTA 1 R/B(2),2,1965-04-06,2018-11-21,8:32:25.534,25610.934,0.69478,17.9573,315.418,170.271,348.516,679.83,1438.829,37026.769,US,Unknown,Unknown,
01328,EXPLORER 27,1,1965-04-29,2018-11-21,11:16:54.255,7492.701,0.02551,41.1870,324.063,324.820,35.255,107.58,923.408,1305.723,US,Earth Sci,Unknown,
01335,SL-8 DEB,5,1965-03-15,2018-11-20,18:35:26.726,7343.248,0.05465,56.0791,83.481,97.130,262.955,104.37,563.806,1366.420,CIS,Unknown,Unknown,
01358,SCOUT X-4 R/B,2,1965-04-29,2018-11-20,12:32:24.491,7494.746,0.02587,41.1941,4.928,259.591,100.485,107.62,922.752,1310.471,US,Unknown,Unknown,
01359,TITAN 3A TRANST,1,1965-05-06,2018-11-20,15:26:31.200,9640.961,0.04885,32.1248,21.557,227.351,132.694,157.01,2791.906,3733.746,US,Unknown,Unknown,
01360,LES 2,2,1965-05-06,2018-11-20,16:56:0.318,15166.243,0.39648,32.0927,172.794,146.097,213.341,309.80,2774.955,14801.261,US,Comm,Unknown,
01361,LCS 1,3,1965-05-06,2018-11-20,20:55:48.836,9166.100,0.00128,32.1412,262.791,186.444,173.606,145.56,2776.248,2799.682,US,Engineer,Active,
01389,OPS 4682 DEB,4,1965-04-03,2018-11-20,22:35:0.301,7596.309,0.00302,89.7280,274.607,59.833,9.216,109.82,1195.224,1241.123,US,Unknown,Unknown,
01392,SL-8 DEB,34,1965-03-15,2018-11-21,4:25:15.633,7112.303,0.03417,55.8833,255.241,279.661,80.442,99.49,491.152,977.183,CIS,Unknown,Unknown,
01399,OPS 4682 DEB,5,1965-04-03,2018-11-16,0:5:46.219,7646.115,0.00120,90.2935,317.109,44.424,315.688,110.90,1258.833,1277.127,US,Unknown,Unknown,
01420,OPS 8480,1,1965-06-24,2018-11-21,13:46:12.215,7445.487,0.00747,89.9369,311.971,159.787,324.478,106.56,1011.742,1122.963,US,Navigation,Unknown,
01425,THOR ABLESTAR D,3,1965-06-24,2018-11-20,22:20:44.982,7454.948,0.00718,89.9334,311.231,280.364,136.742,106.76,1023.281,1130.346,US,Unknown,Unknown,
01428,THOR ABLESTAR R,2,1965-06-24,2018-11-20,22:48:32.316,7441.214,0.00550,89.9330,311.744,286.444,132.953,106.47,1022.170,1103.989,US,Unknown,Unknown,
01430,TIROS 10,1,1965-07-02,2018-11-20,23:35:45.751,7135.850,0.00576,98.2167,100.985,117.642,242.477,99.98,716.611,798.819,US,Earth Sci,Inactive,
